Nombre,CANAL,GERENCIA,OPERACIÓN,REGIONAL,REGIÓN,Aliado
CONSULTOR DIRECTO VENTAS-DIRECTO PYME-R4,PYME,GERENCIA PYME,PYME-DIRECTO PYME,R4 REGION CENTRO-DIRECTO PYME,R4,CONSULTOR DIRECTO VENTAS
CONSULTOR DIRECTO VENTAS-DIRECTO PYME-R5,PYME,GERENCIA PYME,PYME-DIRECTO PYME,R5 REGION ORIENTE-DIRECTO PYME,R5,CONSULTOR DIRECTO VENTAS
CONSULTOR DIRECTO VENTAS-TMK PYME-R1,PYME,GERENCIA PYME,PYME-TMK PYME,R1 REGION COSTA-TMK PYME,R1,CONSULTOR DIRECTO VENTAS
CONSULTOR DIRECTO VENTAS-TMK PYME-R2,PYME,GERENCIA PYME,PYME-TMK PYME,R2 REGION NOROCCIDENTE-TMK PYME,R2,CONSULTOR DIRECTO VENTAS
CONSULTOR DIRECTO VENTAS-TMK PYME-R3,PYME,GERENCIA PYME,PYME-TMK PYME,R3 REGION OCCIDENTE-TMK PYME,R3,CONSULTOR DIRECTO VENTAS
CONSULTOR DIRECTO VENTAS-TMK PYME-R4,PYME,GERENCIA PYME,PYME-TMK PYME,R4 REGION CENTRO-TMK PYME,R4,CONSULTOR DIRECTO VENTAS
CONSULTOR DIRECTO VENTAS-TMK PYME-R5,PYME,GERENCIA PYME,PYME-TMK PYME,R5 REGION ORIENTE-TMK PYME,R5,CONSULTOR DIRECTO VENTAS
CONSULTOR SERVICIO-CUIDADO AL CLIENTE EMPRESAS-R1,CUIDADO AL CLIENTE,GERENCIA EMPRESAS,EMPRESAS-CUIDADO AL CLIENTE EMPRESAS,R1 REGION COSTA-CUIDADO AL CLIENTE EMPRESAS,R1,CONSULTOR SERVICIO
CONSULTOR SERVICIO-CUIDADO AL CLIENTE EMPRESAS-R2,CUIDADO AL CLIENTE,GERENCIA EMPRESAS,EMPRESAS-CUIDADO AL CLIENTE EMPRESAS,R2 REGION NOROCCIDENTE-CUIDADO AL CLIENTE EMPRESAS,R2,CONSULTOR SERVICIO
CONSULTOR SERVICIO-CUIDADO AL CLIENTE EMPRESAS-R3,CUIDADO AL CLIENTE,GERENCIA EMPRESAS,EMPRESAS-CUIDADO AL CLIENTE EMPRESAS,R3 REGION OCCIDENTE-CUIDADO AL CLIENTE EMPRESAS,R3,CONSULTOR SERVICIO
CONSULTOR SERVICIO-CUIDADO AL CLIENTE EMPRESAS-R4,CUIDADO AL CLIENTE,GERENCIA EMPRESAS,EMPRESAS-CUIDADO AL CLIENTE EMPRESAS,R4 REGION CENTRO-CUIDADO AL CLIENTE EMPRESAS,R4,CONSULTOR SERVICIO
CONSULTOR SERVICIO-CUIDADO AL CLIENTE EMPRESAS-R5,CUIDADO AL CLIENTE,GERENCIA EMPRESAS,EMPRESAS-CUIDADO AL CLIENTE EMPRESAS,R5 REGION ORIENTE-CUIDADO AL CLIENTE EMPRESAS,R5,CONSULTOR SERVICIO
CONSULTOR TERCERO SERVICIO-CUIDADO AL CLIENTE PYME-R1,CUIDADO AL CLIENTE,GERENCIA PYME,PYME-CUIDADO AL CLIENTE NEGOCIOS,R1 REGION COSTA-CUIDADO AL CLIENTE PYME,R1,CONSULTOR TERCERO SERVICIO
CONSULTOR TERCERO SERVICIO-CUIDADO AL CLIENTE PYME-R2,CUIDADO AL CLIENTE,GERENCIA PYME,PYME-CUIDADO AL CLIENTE NEGOCIOS,R2 REGION NOROCCIDENTE-CUIDADO AL CLIENTE PYME,R2,CONSULTOR TERCERO SERVICIO
CONSULTOR TERCERO SERVICIO-CUIDADO AL CLIENTE PYME-R3,CUIDADO AL CLIENTE,GERENCIA PYME,PYME-CUIDADO AL CLIENTE NEGOCIOS,R3 REGION OCCIDENTE-CUIDADO AL CLIENTE PYME,R3,CONSULTOR TERCERO SERVICIO
CONSULTOR TERCERO SERVICIO-CUIDADO AL CLIENTE PYME-R4,CUIDADO AL CLIENTE,GERENCIA PYME,PYME-CUIDADO AL CLIENTE NEGOCIOS,R4 REGION CENTRO-CUIDADO AL CLIENTE PYME,R4,CONSULTOR TERCERO SERVICIO
CONSULTOR TERCERO SERVICIO-CUIDADO AL CLIENTE PYME-R5,CUIDADO AL CLIENTE,GERENCIA PYME,PYME-CUIDADO AL CLIENTE NEGOCIOS,R5 REGION ORIENTE-CUIDADO AL CLIENTE PYME,R5,CONSULTOR TERCERO SERVICIO
CONSULTOR TERCERO VENTAS-AGENTE PYME-R1,PYME,GERENCIA PYME,PYME-AGENTE PYME,R1 REGION COSTA-AGENTE PYME,R1,CONSULTOR TERCERO VENTAS
CONSULTOR TERCERO VENTAS-AGENTE PYME-R2,PYME,GERENCIA PYME,PYME-AGENTE PYME,R2 REGION NOROCCIDENTE-AGENTE PYME,R2,CONSULTOR TERCERO VENTAS
CONSULTOR TERCERO VENTAS-AGENTE PYME-R3,PYME,GERENCIA PYME,PYME-AGENTE PYME,R3 REGION OCCIDENTE-AGENTE PYME,R3,CONSULTOR TERCERO VENTAS
CONSULTOR TERCERO VENTAS-AGENTE PYME-R5,PYME,GERENCIA PYME,PYME-AGENTE PYME,R5 REGION ORIENTE-AGENTE PYME,R5,CONSULTOR TERCERO VENTAS
CONSULTOR TERCERO VENTAS-R4-PYME,PYME,GERENCIA PYME,PYME-AGENTE PYME,R4 REGION CENTRO-AGENTE PYME,R4,CONSULTOR TERCERO VENTAS
CONSULTOR TERCERO VENTAS-TMK PYME-R1,PYME,GERENCIA PYME,PYME-TMK PYME,R1 REGION COSTA-TMK PYME,R1,CONSULTOR TERCERO VENTAS
CONSULTOR TERCERO VENTAS-TMK PYME-R2,PYME,GERENCIA PYME,PYME-TMK PYME,R2 REGION NOROCCIDENTE-TMK PYME,R2,CONSULTOR TERCERO VENTAS
CONSULTOR TERCERO VENTAS-TMK PYME-R3,PYME,GERENCIA PYME,PYME-TMK PYME,R3 REGION OCCIDENTE-TMK PYME,R3,CONSULTOR TERCERO VENTAS
CONSULTOR TERCERO VENTAS-TMK PYME-R4,PYME,GERENCIA PYME,PYME-TMK PYME,R4 REGION CENTRO-TMK PYME,R4,CONSULTOR TERCERO VENTAS
CONSULTOR TERCERO VENTAS-TMK PYME-R5,PYME,GERENCIA PYME,PYME-TMK PYME,R5 REGION ORIENTE-TMK PYME,R5,CONSULTOR TERCERO VENTAS
CONSULTOR VENTAS-ESTRATEGICA-R1,EMPRESAS,GERENCIA EMPRESAS,EMPRESAS-ESTRATEGICA,R1 REGION COSTA-ESTRATEGICA,R1,CONSULTOR VENTAS
CONSULTOR VENTAS-ESTRATEGICA-R2,EMPRESAS,GERENCIA EMPRESAS,EMPRESAS-ESTRATEGICA,R2 REGION NOROCCIDENTE-ESTRATEGICA,R2,CONSULTOR VENTAS
CONSULTOR VENTAS-ESTRATEGICA-R3,EMPRESAS,GERENCIA EMPRESAS,EMPRESAS-ESTRATEGICA,R3 REGION OCCIDENTE-ESTRATEGICA,R3,CONSULTOR VENTAS
CONSULTOR VENTAS-ESTRATEGICA-R5,EMPRESAS,GERENCIA EMPRESAS,EMPRESAS-ESTRATEGICA,R5 REGION ORIENTE-ESTRATEGICA,R5,CONSULTOR VENTAS
CONSULTOR VENTAS-GRANDES EMPRESAS-R1,EMPRESAS,GERENCIA EMPRESAS,EMPRESAS-GRANDES EMPRESAS,R1 REGION COSTA-GRANDES EMPRESAS,R1,CONSULTOR VENTAS
CONSULTOR VENTAS-GRANDES EMPRESAS-R2,EMPRESAS,GERENCIA EMPRESAS,EMPRESAS-GRANDES EMPRESAS,R2 REGION NOROCCIDENTE-GRANDES EMPRESAS,R2,CONSULTOR VENTAS
CONSULTOR VENTAS-GRANDES EMPRESAS-R3,EMPRESAS,GERENCIA EMPRESAS,EMPRESAS-GRANDES EMPRESAS,R3 REGION OCCIDENTE-GRANDES EMPRESAS,R3,CONSULTOR VENTAS
CONSULTOR VENTAS-GRANDES EMPRESAS-R4,EMPRESAS,GERENCIA EMPRESAS,EMPRESAS-GRANDES EMPRESAS,R4 REGION CENTRO-GRANDES EMPRESAS,R4,CONSULTOR VENTAS
CONSULTOR VENTAS-GRANDES EMPRESAS-R5,EMPRESAS,GERENCIA EMPRESAS,EMPRESAS-GRANDES EMPRESAS,R5 REGION ORIENTE-GRANDES EMPRESAS,R5,CONSULTOR VENTAS
CONSULTOR VENTAS-R4-EMPRESAS,EMPRESAS,GERENCIA EMPRESAS,EMPRESAS-ESTRATEGICA,R4 REGION CENTRO-ESTRATEGICA,R4,CONSULTOR VENTAS
CONVERCEL-R2-PDV-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R2 REGION NOROCCIDENTE-PDV,R2,CONVERCEL
COOMEVA-JENNIFER ARIAS-HOGAR-R3,TMK,JENNIFER ARIAS,TMK-JENNIFER ARIAS-HOGAR,R3 REGION OCCIDENTE-JENNIFER ARIAS-HOGAR,R3,COOMEVA
COOMEVA-R4-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R4 REGION CENTRO-CADENAS,R4,COOMEVA
COOMULTRASAN-R5-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R5 REGION ORIENTE-CADENAS,R5,COOMULTRASAN
COPSERVIR LTDA-R1-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R1 REGION COSTA-CADENAS,R1,COPSERVIR LTDA
COPSERVIR LTDA-R3-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R3 REGION OCCIDENTE-CADENAS,R3,COPSERVIR LTDA
COPSERVIR LTDA-R4-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R4 REGION CENTRO-CADENAS,R4,COPSERVIR LTDA
COPSERVIR LTDA-R5-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R5 REGION ORIENTE-CADENAS,R5,COPSERVIR LTDA
CORESCALL CC ECOPLAZA MOSQUERA-R4-ISLAS,COMERCIAL,RETAIL,COM-ISLAS,R4 REGION CENTRO-ISLAS,R4,CORESCALL
CORESCALL-R4-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R4 REGION CENTRO-CADENAS,R4,CORESCALL
COS BOGOTA-JAIRO MACHADO-MOVIL MIGRACION-R4,TMK,JAIRO MACHADO,TMK-JAIRO MACHADO-MOVIL MIGRACION,R4 REGION CENTRO-JAIRO MACHADO-MOVIL MIGRACION,R4,COS
COS BOGOTA-JENNIFER ARIAS-HOGAR-R3,TMK,JENNIFER ARIAS,TMK-JENNIFER ARIAS-HOGAR,R3 REGION OCCIDENTE-JENNIFER ARIAS-HOGAR,R3,COS
COS BOGOTA-JENNIFER ARIAS-HOGAR-R4,TMK,JENNIFER ARIAS,TMK-JENNIFER ARIAS-HOGAR,R4 REGION CENTRO-JENNIFER ARIAS-HOGAR,R4,COS
COS BOGOTA-JENNIFER ARIAS-HOGAR-R5,TMK,JENNIFER ARIAS,TMK-JENNIFER ARIAS-HOGAR,R5 REGION ORIENTE-JENNIFER ARIAS-HOGAR,R5,COS
COS BQLLA-JAIRO MACHADO-MOVIL MIGRACION-R1,TMK,JAIRO MACHADO,TMK-JAIRO MACHADO-MOVIL MIGRACION,R1 REGION COSTA-JAIRO MACHADO-MOVIL MIGRACION,R1,COS
COS BQLLA-RUSSI CARDENAS GIANCARLO-T&T-R1,TMK,JEAN CARLO RUSSI,TMK-T&T,R1 REGION COSTA-T&T,R1,COS
COS BQLLA-RUSSI CARDENAS GIANCARLO-T&T-R2,TMK,JEAN CARLO RUSSI,TMK-T&T,R2 REGION NOROCCIDENTE-T&T,R2,COS
COS BQLLA-RUSSI CARDENAS GIANCARLO-T&T-R3,TMK,JEAN CARLO RUSSI,TMK-T&T,R3 REGION OCCIDENTE-T&T,R3,COS
COS BQLLA-RUSSI CARDENAS GIANCARLO-T&T-R4,TMK,JEAN CARLO RUSSI,TMK-T&T,R4 REGION CENTRO-T&T,R4,COS
COS BQLLA-RUSSI CARDENAS GIANCARLO-T&T-R5,TMK,JEAN CARLO RUSSI,TMK-T&T,R5 REGION ORIENTE-T&T,R5,COS
COS MEDELLIN-JAIRO MACHADO-MOVIL MIGRACION-R2,TMK,JAIRO MACHADO,TMK-JAIRO MACHADO-MOVIL MIGRACION,R2 REGION NOROCCIDENTE-JAIRO MACHADO-MOVIL MIGRACION,R2,COS
COS MEDELLIN-JAIRO MACHADO-MOVIL PORTABILIDAD-R2,TMK,JAIRO MACHADO,TMK-JAIRO MACHADO-MOVIL PORTABILIDAD,R2 REGION NOROCCIDENTE-JAIRO MACHADO-MOVIL PORTABILIDAD,R2,COS
COS MEDELLIN-JENNIFER ARIAS-HOGAR-R2,TMK,JENNIFER ARIAS,TMK-JENNIFER ARIAS-HOGAR,R2 REGION NOROCCIDENTE-JENNIFER ARIAS-HOGAR,R2,COS
COS ORIENTE-JAIRO MACHADO-MOVIL PORTABILIDAD-R5,TMK,JAIRO MACHADO,TMK-JAIRO MACHADO-MOVIL PORTABILIDAD,R5 REGION ORIENTE-JAIRO MACHADO-MOVIL PORTABILIDAD,R5,COS
COS-ADICIONALES-R4-CALL,CALL CENTER,RELACIONES PRIORITARIAS,ADICIONALES,R4 REGION CENTRO-ADICIONALES,R4,COS
COS-CAMPAÑAS -R4-CALL,CALL CENTER,RELACIONES PRIORITARIAS,CAMPAÑAS,R4 REGION CENTRO-CAMPAÑAS,R4,COS
COS-JAIRO MACHADO-MOVIL PORTABILIDAD-R4,TMK,JAIRO MACHADO,TMK-JAIRO MACHADO-MOVIL PORTABILIDAD,R4 REGION CENTRO-JAIRO MACHADO-MOVIL PORTABILIDAD,R4,COS
COS-MASIVO-R4-CALL,CALL CENTER,TRAFICO INBOUND,MASIVO SAC-TRAFICO INBOUND,R4 REGION CENTRO-MASIVO-TRAFICO INBOUND,R4,COS
COS-RECUPERACIÓN CONVERGENTE -R4-CALL,CALL CENTER,RELACIONES PRIORITARIAS,RECUPERACIÓN CONVERGENTE,R4 REGION CENTRO-RECUPERACIÓN CONVERGENTE,R4,COS
COS-RETENCIÓN -R4-CALL,CALL CENTER,RELACIONES PRIORITARIAS,RETENCIÓN,R4 REGION CENTRO-RETENCIÓN,R4,COS
COS-REVERSIÓN MÓVIL-R4-CALL,CALL CENTER,RELACIONES PRIORITARIAS,REVERSIÓN MÓVIL,R4 REGION CENTRO-REVERSIÓN MÓVIL,R4,COS
COS-ROBO-R4-CALL,CALL CENTER,TRAFICO INBOUND,ROBO-TRAFICO INBOUND,R4 REGION CENTRO-ROBO-TRAFICO INBOUND,R4,COS
COS-SOPORTE-R4-CALL,CALL CENTER,SOPORTE,MASIVO SOPORTE,R4 REGION CENTRO - MASIVO SOPORTE,R4,COS
COS-VENTAS-R4-CALL,CALL CENTER,RELACIONES PRIORITARIAS,VENTAS,R4 REGION CENTRO-VENTAS,R4,COS
COS-WHATSAPP-R4-CALL,CALL CENTER,ENTORNOS DIGITALES,WHATSAPP,R4 REGION CENTRO - WHATSAPP,R4,COS
COVISIAN-R4-CGV,CGV,GERENCIA CGV,CGV,R4 REGION CENTRO-CGV,R4,COVISIAN
CRISTINA MARCELA HUERTAS G-R2-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R2 REGION NOROCCIDENTE-CADENAS,R2,CRISTINA MARCELA HUERTAS G
CYC TLC SAS-CALLE-R5-COM,COMERCIAL,AGENTES COMERCIALES,COM-CALLE,R5 REGION ORIENTE-CALLE,R5,CYC TLC SAS
CYM MOVIL COMUNICACIONES-R2-PDV-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R2 REGION NOROCCIDENTE-PDV,R2,CYM MOVIL COMUNICACIONES
D´CHRISTIAN-R2-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R2 REGION NOROCCIDENTE-CADENAS,R2,D´CHRISTIAN
DALMARU-JAIRO MACHADO-MOVIL MIGRACION-R3,TMK,JAIRO MACHADO,TMK-JAIRO MACHADO-MOVIL MIGRACION,R3 REGION OCCIDENTE-JAIRO MACHADO-MOVIL MIGRACION,R3,DALMARU
DALMARU-JAIRO MACHADO-MOVIL PORTABILIDAD-R3,TMK,JAIRO MACHADO,TMK-JAIRO MACHADO-MOVIL PORTABILIDAD,R3 REGION OCCIDENTE-JAIRO MACHADO-MOVIL PORTABILIDAD,R3,DALMARU
DALMARU-JENNIFER ARIAS-HOGAR-R3,TMK,JENNIFER ARIAS,TMK-JENNIFER ARIAS-HOGAR,R3 REGION OCCIDENTE-JENNIFER ARIAS-HOGAR,R3,DALMARU
DANCELL LTDA-CALLE-R1-COM,COMERCIAL,AGENTES COMERCIALES,COM-CALLE,R1 REGION COSTA-CALLE,R1,DANCELL LTDA
DANCELL LTDA-PDV-R1-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R1 REGION COSTA-PDV,R1,DANCELL LTDA
DANCELL LTDA-R1-TAT,COMERCIAL,PREPAGO,COM-TAT,R1 REGION COSTA-TAT,R1,DANCELL LTDA
DATOS MOVILES EN LINEA-R5-PDV-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R5 REGION ORIENTE-PDV,R5,DATOS MOVILES EN LINEA
DAVIDMOVIL SAS-CALLE-R3-COM,COMERCIAL,AGENTES COMERCIALES,COM-CALLE,R3 REGION OCCIDENTE-CALLE,R3,DAVIDMOVIL SAS
DAVIDMOVIL SAS-R3-PDV-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R3 REGION OCCIDENTE-PDV,R3,DAVIDMOVIL SAS
DC COMICS-R4-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R4 REGION CENTRO-CADENAS,R4,DC COMICS
DIANA PATRICIA MONTES URIBE (TIENDA BLU VALLEDUPAR)-R1-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R1 REGION COSTA-CADENAS,R1,DIANA PATRICIA MONTES URIBE (TIENDA BLU VALLEDUPAR)
DIESTRO SAS-CALLE-R2-COM,COMERCIAL,AGENTES COMERCIALES,COM-CALLE,R2 REGION NOROCCIDENTE-CALLE,R2,DIESTRO SAS
DIESTRO SAS-CALLE-R3-COM,COMERCIAL,AGENTES COMERCIALES,COM-CALLE,R3 REGION OCCIDENTE-CALLE,R3,DIESTRO SAS
ESPECIALISTA PYME-R2,PYME,GERENCIA PYME,OPERACIÓN PYME-ESPECIALISTA PYME,R1 REGION COSTA-ESPECIALISTA PYME,R1,ESPECIALISTA PYME
ESPECIALISTA PYME-R1,PYME,GERENCIA PYME,OPERACIÓN PYME-ESPECIALISTA PYME,R2 REGION NOROCCIDENTE-ESPECIALISTA PYME,R2,ESPECIALISTA PYME
ESPECIALISTA PYME-R4,PYME,GERENCIA PYME,OPERACIÓN PYME-ESPECIALISTA PYME,R3 REGION OCCIDENTE-ESPECIALISTA PYME,R3,ESPECIALISTA PYME
ESPECIALISTA PYME-R5,PYME,GERENCIA PYME,OPERACIÓN PYME-ESPECIALISTA PYME,R4 REGION CENTRO-ESPECIALISTA PYME,R4,ESPECIALISTA PYME
ESPECIALISTA PYME-R3,PYME,GERENCIA PYME,OPERACIÓN PYME-ESPECIALISTA PYME,R5 REGION ORIENTE-ESPECIALISTA PYME,R5,ESPECIALISTA PYME
DMYC-HOGAR-PRINCIPALES,TMK,GERENCIA-NORIEGA NIEBLES ESTEBAN JOSE,OPERACIÓN-NORIEGA NIEBLES ESTEBAN JOSE-HOGAR,R2 REGION NOROCCIDENTE,R2,DM&C
INTERACTIVO BOGOTA-HOGAR-PRINCIPALES,TMK,GERENCIA-NORIEGA NIEBLES ESTEBAN JOSE,OPERACIÓN-NORIEGA NIEBLES ESTEBAN JOSE-HOGAR,R4 REGION CENTRO,R4,INTERACTIVO BOGOTA
BPO GLOBAL SERVICE-JAIRO MACHADO-MOVIL PORTABILIDAD-R2,TMK,JAIRO MACHADO,TMK-JAIRO MACHADO-MOVIL PORTABILIDAD,R2 REGION NOROCCIDENTE-JAIRO MACHADO-MOVIL PORTABILIDAD,R2,BPO GLOBAL SERVICE
CAV - MANIZALES EL CENTRO,CAV,GERENCIA CAV,GERENTE REGIONAL - R2,R2 - REGION NOROCCIDENTE-CAV,R2,CAV MANIZALES EL CENTRO
SOLUCIONES EN COMUNICACIONES JIL-PDV-R1-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R1 REGION COSTA-PDV,R1,SOLUCIONES EN COMUNICACIONES JIL
CVS COMMUTE LAS MORAS-PDV-R1-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R1 REGION COSTA-PDV,R1,CVS COMMUTE LAS MORAS
