Nombre,CANAL,GERENCIA,OPERACIÓN,REGIONAL,REGIÓN,Aliado
WAP COMUNICACIONES SAS-R3-PDV-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R3 REGION OCCIDENTE-PDV,R3,WAP COMUNICACIONES SAS
WEYLI MONTENEGRO FONSECA-R5-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R5 REGION ORIENTE-CADENAS,R5,WEYLI MONTENEGRO FONSECA
WINCELL LOS ROBLES-PDV-R1-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R1 REGION COSTA-PDV,R1,WINCELL LOS ROBLES
XCLUSIVE TECHNOLOGY-R4-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R4 REGION CENTRO-CADENAS,R4,XCLUSIVE TECHNOLOGY
YAMID NARVAEZ CONDE-R3-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R3 REGION OCCIDENTE-CADENAS,R3,YAMID NARVAEZ CONDE
ZENIX SAS-CALLE-R3-COM,COMERCIAL,AGENTES COMERCIALES,COM-CALLE,R3 REGION OCCIDENTE-CALLE,R3,ZENIX SAS
ZENIX SAS-CALLE-R4-COM,COMERCIAL,AGENTES COMERCIALES,COM-CALLE,R4 REGION CENTRO-CALLE,R4,ZENIX SAS
ZENIX SAS-R3-PDV-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R3 REGION OCCIDENTE-PDV,R3,ZENIX SAS
ZENIX SAS-R4-PDV-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R4 REGION CENTRO-PDV,R4,ZENIX SAS
100% COMUNIEFICAZ SAS-R4-PDV-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R4 REGION CENTRO-PDV,R4,100% COMUNIEFICAZ SAS
100% COMUNIEFICAZ SAS-R4-TAT,COMERCIAL,PREPAGO,COM-TAT,R4 REGION CENTRO-TAT,R4,100% COMUNIEFICAZ SAS
3ERIZA-JAIRO MACHADO-MOVIL PORTABILIDAD-R4,TMK,JAIRO MACHADO,TMK-JAIRO MACHADO-MOVIL PORTABILIDAD,R4 REGION CENTRO-JAIRO MACHADO-MOVIL PORTABILIDAD,R4,3ERIZA
3M TECH SAS-R4-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R4 REGION CENTRO-CADENAS,R4,3M TECH SAS
ABAI-CAMPAÑAS -R2-CALL,CALL CENTER,RELACIONES PRIORITARIAS,CAMPAÑAS,R2 REGION NOROCCIDENTE-CAMPAÑAS,R2,ABAI UNO 27
ABAI-MASIVO-R2-CALL,CALL CENTER,TRAFICO INBOUND,MASIVO SAC-TRAFICO INBOUND,R2 REGION NOROCCIDENTE-MASIVO-TRAFICO INBOUND,R2,ABAI UNO 27
ABAI-RECUPERACIÓN CONVERGENTE -R2-CALL,CALL CENTER,RELACIONES PRIORITARIAS,RECUPERACIÓN CONVERGENTE,R2 REGION NOROCCIDENTE-RECUPERACIÓN CONVERGENTE,R2,ABAI UNO 27
ABAI-RETENCIÓN -R2-CALL,CALL CENTER,RELACIONES PRIORITARIAS,RETENCIÓN,R2 REGION NOROCCIDENTE-RETENCIÓN,R2,ABAI UNO 27
ABAI-SOPORTE-R2-CALL,CALL CENTER,SOPORTE,MASIVO SOPORTE,R2 REGION NOROCCIDENTE - MASIVO SOPORTE,R2,ABAI UNO 27
ABAI-VENTAS-R2-CALL,CALL CENTER,RELACIONES PRIORITARIAS,VENTAS,R2 REGION NOROCCIDENTE-VENTAS,R2,ABAI UNO 27
ACCEMOVIL SS-R4-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R4 REGION CENTRO-CADENAS,R4,ACCEMOVIL SS
ACSMOBILE-R2-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R2 REGION NOROCCIDENTE-CADENAS,R2,ACSMOBILE
ACTIVA BPO BOGOTA-JAIRO MACHADO-MOVIL MIGRACION-R1,TMK,JAIRO MACHADO,TMK-JAIRO MACHADO-MOVIL MIGRACION,R1 REGION COSTA-JAIRO MACHADO-MOVIL MIGRACION,R1,ACTIVA BPO
ACTIVA BPO BOGOTA-JAIRO MACHADO-MOVIL MIGRACION-R2,TMK,JAIRO MACHADO,TMK-JAIRO MACHADO-MOVIL MIGRACION,R2 REGION NOROCCIDENTE-JAIRO MACHADO-MOVIL MIGRACION,R2,ACTIVA BPO
ACTIVA BPO BOGOTA-JAIRO MACHADO-MOVIL MIGRACION-R3,TMK,JAIRO MACHADO,TMK-JAIRO MACHADO-MOVIL MIGRACION,R3 REGION OCCIDENTE-JAIRO MACHADO-MOVIL MIGRACION,R3,ACTIVA BPO
ACTIVA BPO BOGOTA-JAIRO MACHADO-MOVIL MIGRACION-R4,TMK,JAIRO MACHADO,TMK-JAIRO MACHADO-MOVIL MIGRACION,R4 REGION CENTRO-JAIRO MACHADO-MOVIL MIGRACION,R4,ACTIVA BPO
ACTIVA BPO BOGOTA-JAIRO MACHADO-MOVIL MIGRACION-R5,TMK,JAIRO MACHADO,TMK-JAIRO MACHADO-MOVIL MIGRACION,R5 REGION ORIENTE-JAIRO MACHADO-MOVIL MIGRACION,R5,ACTIVA BPO
ACTIVA BPO BOGOTA-JAIRO MACHADO-MOVIL PORTABILIDAD-R4,TMK,JAIRO MACHADO,TMK-JAIRO MACHADO-MOVIL PORTABILIDAD,R4 REGION CENTRO-JAIRO MACHADO-MOVIL PORTABILIDAD,R4,ACTIVA BPO
ACTIVA BPO BOGOTA-JENNIFER ARIAS-HOGAR-R4,TMK,JENNIFER ARIAS,TMK-JENNIFER ARIAS-HOGAR,R4 REGION CENTRO-JENNIFER ARIAS-HOGAR,R4,ACTIVA BPO
ACTIVA BPO BOGOTA-RUSSI CARDENAS GIANCARLO-T&T-R1,TMK,JEAN CARLO RUSSI,TMK-T&T,R1 REGION COSTA-T&T,R1,ACTIVA BPO
ACTIVA BPO BOGOTA-RUSSI CARDENAS GIANCARLO-T&T-R2,TMK,JEAN CARLO RUSSI,TMK-T&T,R2 REGION NOROCCIDENTE-T&T,R2,ACTIVA BPO
ACTIVA BPO BOGOTA-RUSSI CARDENAS GIANCARLO-T&T-R3,TMK,JEAN CARLO RUSSI,TMK-T&T,R3 REGION OCCIDENTE-T&T,R3,ACTIVA BPO
ACTIVA BPO BOGOTA-RUSSI CARDENAS GIANCARLO-T&T-R4,TMK,JEAN CARLO RUSSI,TMK-T&T,R4 REGION CENTRO-T&T,R4,ACTIVA BPO
ACTIVA BPO BOGOTA-RUSSI CARDENAS GIANCARLO-T&T-R5,TMK,JEAN CARLO RUSSI,TMK-T&T,R5 REGION ORIENTE-T&T,R5,ACTIVA BPO
ACTIVA BPO PEREIRA-RUSSI CARDENAS GIANCARLO-T&T-R1,TMK,JEAN CARLO RUSSI,TMK-T&T,R1 REGION COSTA-T&T,R1,ACTIVA BPO
ACTIVA BPO PEREIRA-RUSSI CARDENAS GIANCARLO-T&T-R2,TMK,JEAN CARLO RUSSI,TMK-T&T,R2 REGION NOROCCIDENTE-T&T,R2,ACTIVA BPO
ACTIVA BPO PEREIRA-RUSSI CARDENAS GIANCARLO-T&T-R3,TMK,JEAN CARLO RUSSI,TMK-T&T,R3 REGION OCCIDENTE-T&T,R3,ACTIVA BPO
ACTIVA BPO PEREIRA-RUSSI CARDENAS GIANCARLO-T&T-R4,TMK,JEAN CARLO RUSSI,TMK-T&T,R4 REGION CENTRO-T&T,R4,ACTIVA BPO
ACTIVA BPO PEREIRA-RUSSI CARDENAS GIANCARLO-T&T-R5,TMK,JEAN CARLO RUSSI,TMK-T&T,R5 REGION ORIENTE-T&T,R5,ACTIVA BPO
AFFINITY BPO SAS-JAIRO MACHADO-MOVIL PORTABILIDAD-R1,TMK,JAIRO MACHADO,TMK-JAIRO MACHADO-MOVIL PORTABILIDAD,R1 REGION COSTA-JAIRO MACHADO-MOVIL PORTABILIDAD,R1,AFFINITY BPO SAS
AFFINITY BPO SAS-JENNIFER ARIAS-HOGAR-R2,TMK,JENNIFER ARIAS,TMK-JENNIFER ARIAS-HOGAR,R2 REGION NOROCCIDENTE-JENNIFER ARIAS-HOGAR,R2,AFFINITY BPO SAS
ALCA LTDA-R1-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R1 REGION COSTA-CADENAS,R1,ALCA LTDA
ALCA LTDA-R3-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R3 REGION OCCIDENTE-CADENAS,R3,ALCA LTDA
ALCA LTDA-R4-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R4 REGION CENTRO-CADENAS,R4,ALCA LTDA
ALCA LTDA-R5-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R5 REGION ORIENTE-CADENAS,R5,ALCA LTDA
ALEXANDER DIAZ-R5-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R5 REGION ORIENTE-CADENAS,R5,ALEXANDER DIAZ
ALIADO PROFESIONAL-JAIRO MACHADO-MOVIL PORTABILIDAD-R5,TMK,JAIRO MACHADO,TMK-JAIRO MACHADO-MOVIL PORTABILIDAD,R5 REGION ORIENTE-JAIRO MACHADO-MOVIL PORTABILIDAD,R5,ALIADO PROFESIONAL
ALIADO PROFESIONAL-JENNIFER ARIAS-HOGAR-R4,TMK,JENNIFER ARIAS,TMK-JENNIFER ARIAS-HOGAR,R4 REGION CENTRO-JENNIFER ARIAS-HOGAR,R4,ALIADO PROFESIONAL
ALIADO PROFESIONAL-JENNIFER ARIAS-HOGAR-R5,TMK,JENNIFER ARIAS,TMK-JENNIFER ARIAS-HOGAR,R5 REGION ORIENTE-JENNIFER ARIAS-HOGAR,R5,ALIADO PROFESIONAL
ALKOMPRAR-R1-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R1 REGION COSTA-CADENAS,R1,ALKOMPRAR
ALKOMPRAR-R2-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R2 REGION NOROCCIDENTE-CADENAS,R2,ALKOMPRAR
ALKOMPRAR-R3-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R3 REGION OCCIDENTE-CADENAS,R3,ALKOMPRAR
ALKOMPRAR-R5-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R5 REGION ORIENTE-CADENAS,R5,ALKOMPRAR
ALKOSTO-R1-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R1 REGION COSTA-CADENAS,R1,ALKOSTO
ALKOSTO-R2-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R2 REGION NOROCCIDENTE-CADENAS,R2,ALKOSTO
ALKOSTO-R3-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R3 REGION OCCIDENTE-CADENAS,R3,ALKOSTO
ALKOSTO-R4-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R4 REGION CENTRO-CADENAS,R4,ALKOSTO
ALKOSTO-R5-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R5 REGION ORIENTE-CADENAS,R5,ALKOSTO
ALL STAR-PDV-R1-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R1 REGION COSTA-PDV,R1,ALL STAR
ALMACEN ESTRELLA DE LA MODA-R1-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R1 REGION COSTA-CADENAS,R1,ALMACEN ESTRELLA DE LA MODA
ALMACONTACT SAS BOGOTA-RUSSI CARDENAS GIANCARLO-T&T-R1,TMK,JEAN CARLO RUSSI,TMK-T&T,R1 REGION COSTA-T&T,R1,ALMACONTACT SAS
ALMACONTACT SAS BOGOTA-RUSSI CARDENAS GIANCARLO-T&T-R2,TMK,JEAN CARLO RUSSI,TMK-T&T,R2 REGION NOROCCIDENTE-T&T,R2,ALMACONTACT SAS
ALMACONTACT SAS BOGOTA-RUSSI CARDENAS GIANCARLO-T&T-R3,TMK,JEAN CARLO RUSSI,TMK-T&T,R3 REGION OCCIDENTE-T&T,R3,ALMACONTACT SAS
ALMACONTACT SAS BOGOTA-RUSSI CARDENAS GIANCARLO-T&T-R4,TMK,JEAN CARLO RUSSI,TMK-T&T,R4 REGION CENTRO-T&T,R4,ALMACONTACT SAS
ALMACONTACT SAS BOGOTA-RUSSI CARDENAS GIANCARLO-T&T-R5,TMK,JEAN CARLO RUSSI,TMK-T&T,R5 REGION ORIENTE-T&T,R5,ALMACONTACT SAS
ALMACONTACT SAS MEDELLIN-JAIRO MACHADO-MOVIL MIGRACION-R2,TMK,JAIRO MACHADO,TMK-JAIRO MACHADO-MOVIL MIGRACION,R2 REGION NOROCCIDENTE-JAIRO MACHADO-MOVIL MIGRACION,R2,ALMACONTACT SAS
ALMACONTACT SAS MEDELLIN-JENNIFER ARIAS-HOGAR-R2,TMK,JENNIFER ARIAS,TMK-JENNIFER ARIAS-HOGAR,R2 REGION NOROCCIDENTE-JENNIFER ARIAS-HOGAR,R2,ALMACONTACT SAS
ALMACONTACT-ATENCIÓN A TÉCNICOS-R4-CALL,CALL CENTER,SOPORTE,ATENCIÓN A TÉCNICOS,R4 REGION CENTRO - ATENCIÓN A TÉCNICOS,R4,ALMACONTACT
ALMACONTACT-PREMIUM -R4-CALL,CALL CENTER,TRAFICO INBOUND,PREMIUM-TRAFICO INBOUND,R4 REGION CENTRO-PREMIUM-TRAFICO INBOUND,R4,ALMACONTACT
ALMACONTACT-SWAT WHATSAPP-R4-CALL,CALL CENTER,ENTORNOS DIGITALES,SWAT WHATSAPP - CALL,R4 REGION CENTRO - SWAT WHATSAPP,R4,ALMACONTACT
ALMACONTACT-SWAT-R4-CALL,CALL CENTER,TRAFICO INBOUND,SWAT-TRAFICO INBOUND,R4 REGION CENTRO-SWAT-TRAFICO INBOUND,R4,ALMACONTACT
ALMACONTACT-VENTAS-R4-CALL,CALL CENTER,RELACIONES PRIORITARIAS,VENTAS,R4 REGION CENTRO-VENTAS,R4,ALMACONTACT
ALTYCOM  B.QUILLA CC BUENAVISTA,COMERCIAL,RETAIL,COM-ISLAS,R1 REGION COSTA-ISLAS,R1,ALTYCOM
ALTYCOM  B.QUILLA CC BUENAVISTA-R1-ISLAS,COMERCIAL,RETAIL,COM-ISLAS,R1 REGION COSTA-ISLAS,R1,ALTYCOM
ALTYCOM  B.QUILLA CC BUENAVISTA,COMERCIAL,RETAIL,COM-ISLAS,R1 REGION COSTA-ISLAS,R1,ALTYCOM
ALTYCOM  B.QUILLA CC BUENAVISTA,COMERCIAL,RETAIL,COM-ISLAS,R1 REGION COSTA-ISLAS,R1,ALTYCOM
ALTYCOM  B.QUILLA CC BUENAVISTA-R1-ISLAS,COMERCIAL,RETAIL,COM-ISLAS,R1 REGION COSTA-ISLAS,R1,ALTYCOM
ALTYCOM  B.QUILLA CC BUENAVISTA-R1-ISLAS,COMERCIAL,RETAIL,COM-ISLAS,R1 REGION COSTA-ISLAS,R1,ALTYCOM
ALTYCOM AEROPUERTO EL DORADO BOGOTA-R4-ISLAS,COMERCIAL,RETAIL,COM-ISLAS,R4 REGION CENTRO-ISLAS,R4,ALTYCOM
ALTYCOM B.QUILLA CC PORTAL DEL PRADO,COMERCIAL,RETAIL,COM-ISLAS,R1 REGION COSTA-ISLAS,R1,ALTYCOM
ALTYCOM B.QUILLA CC PORTAL DEL PRADO-R1-ISLAS,COMERCIAL,RETAIL,COM-ISLAS,R1 REGION COSTA-ISLAS,R1,ALTYCOM
ALTYCOM BOGOTA CC PALATINO-R4-ISLAS,COMERCIAL,RETAIL,COM-ISLAS,R4 REGION CENTRO-ISLAS,R4,ALTYCOM
ALTYCOM BOGOTA CC SAN MARTIN-R4-ISLAS,COMERCIAL,RETAIL,COM-ISLAS,R4 REGION CENTRO-ISLAS,R4,ALTYCOM
ALTYCOM BOGOTA STAND CC CENTRO SUBA BOGOTA-R4-ISLAS,COMERCIAL,RETAIL,COM-ISLAS,R4 REGION CENTRO-ISLAS,R4,ALTYCOM
ALTYCOM BOGOTA-JAIRO MACHADO-MOVIL MIGRACION-R5,TMK,JAIRO MACHADO,TMK-JAIRO MACHADO-MOVIL MIGRACION,R5 REGION ORIENTE-JAIRO MACHADO-MOVIL MIGRACION,R5,ALTYCOM
ALTYCOM BQUILLA CC VIVA,COMERCIAL,RETAIL,COM-ISLAS,R1 REGION COSTA-ISLAS,R1,ALTYCOM
ALTYCOM BQUILLA CC VIVA-R1-ISLAS,COMERCIAL,RETAIL,COM-ISLAS,R1 REGION COSTA-ISLAS,R1,ALTYCOM
ALTYCOM BQUILLA-JAIRO MACHADO-MOVIL MIGRACION-R1,TMK,JAIRO MACHADO,TMK-JAIRO MACHADO-MOVIL MIGRACION,R1 REGION COSTA-JAIRO MACHADO-MOVIL MIGRACION,R1,ALTYCOM
ALTYCOM BQUILLA-JAIRO MACHADO-MOVIL PORTABILIDAD-R1,TMK,JAIRO MACHADO,TMK-JAIRO MACHADO-MOVIL PORTABILIDAD,R1 REGION COSTA-JAIRO MACHADO-MOVIL PORTABILIDAD,R1,ALTYCOM
ALTYCOM BQUILLA-JENNIFER ARIAS-HOGAR-R1,TMK,JENNIFER ARIAS,TMK-JENNIFER ARIAS-HOGAR,R1 REGION COSTA-JENNIFER ARIAS-HOGAR,R1,ALTYCOM
ALTYCOM BQUILLA-JENNIFER ARIAS-HOGAR-R4,TMK,JENNIFER ARIAS,TMK-JENNIFER ARIAS-HOGAR,R4 REGION CENTRO-JENNIFER ARIAS-HOGAR,R4,ALTYCOM
ALTYCOM CC ALTAVISTA-R4-ISLAS,COMERCIAL,RETAIL,COM-ISLAS,R4 REGION CENTRO-ISLAS,R4,ALTYCOM
ALTYCOM CC BUENAVISTA II BARRANQUILLA,COMERCIAL,RETAIL,COM-ISLAS,R1 REGION COSTA-ISLAS,R1,ALTYCOM
ALTYCOM CC BUENAVISTA II BARRANQUILLA-R1-ISLAS,COMERCIAL,RETAIL,COM-ISLAS,R1 REGION COSTA-ISLAS,R1,ALTYCOM
ALTYCOM CC BUENAVISTA III MALL PLAZA BARRANQUILLA-R1-ISLAS,COMERCIAL,RETAIL,COM-ISLAS,R1 REGION COSTA-ISLAS,R1,ALTYCOM
ALTYCOM CC Calima Bogota-R4-ISLAS,COMERCIAL,RETAIL,COM-ISLAS,R4 REGION CENTRO-ISLAS,R4,ALTYCOM
ALTYCOM CC CARIBE PLAZA,CALL CENTER,RELACIONES PRIORITARIAS,ADICIONALES,R1 REGION COSTA-ADICIONALES,R1,ALTYCOM
ALTYCOM CC CARNAVAL SOLEDAD-R1-ISLAS,COMERCIAL,RETAIL,COM-ISLAS,R1 REGION COSTA-ISLAS,R1,ALTYCOM
ALTYCOM CC CENTRO CHIA-R4-ISLAS,COMERCIAL,RETAIL,COM-ISLAS,R4 REGION CENTRO-ISLAS,R4,ALTYCOM
ALTYCOM CC Centro Mayor 1  Bogota-R4-ISLAS,COMERCIAL,RETAIL,COM-ISLAS,R4 REGION CENTRO-ISLAS,R4,ALTYCOM
ALTYCOM CC Diverplaza Bogota-R4-ISLAS,COMERCIAL,RETAIL,COM-ISLAS,R4 REGION CENTRO-ISLAS,R4,ALTYCOM
ALTYCOM CC GRAN PLAZA SOACHA-R4-ISLAS,COMERCIAL,RETAIL,COM-ISLAS,R4 REGION CENTRO-ISLAS,R4,ALTYCOM
ALTYCOM CC IWOKA SOGAMOSO-R5-ISLAS,COMERCIAL,RETAIL,COM-ISLAS,R5 REGION ORIENTE-ISLAS,R5,ALTYCOM
ALTYCOM CC MAYALES-R1-ISLAS,COMERCIAL,RETAIL,COM-ISLAS,R1 REGION COSTA-ISLAS,R1,ALTYCOM
ALTYCOM CC NUESTRO ATLANTICO SOLEDAD-R1-ISLAS,COMERCIAL,RETAIL,COM-ISLAS,R1 REGION COSTA-ISLAS,R1,ALTYCOM
ALTYCOM CC Plaza Claro Bogota,COMERCIAL,RETAIL,COM-ISLAS,R4 REGION CENTRO-ISLAS,R4,ALTYCOM
ALTYCOM CC Plaza Claro Bogota-R4-ISLAS,COMERCIAL,RETAIL,COM-ISLAS,R4 REGION CENTRO-ISLAS,R4,ALTYCOM
ALTYCOM CC PLAZA DE LAS AMERICAS 2-R4-ISLAS,COMERCIAL,RETAIL,COM-ISLAS,R4 REGION CENTRO-ISLAS,R4,ALTYCOM
ALTYCOM CC RIVER PLAZA CUCUTA-R5-ISLAS,COMERCIAL,RETAIL,COM-ISLAS,R5 REGION ORIENTE-ISLAS,R5,ALTYCOM
ALTYCOM CC SALITRE BOGOTA,COMERCIAL,RETAIL,COM-ISLAS,R4 REGION CENTRO-ISLAS,R4,ALTYCOM
ALTYCOM CC SALITRE BOGOTA-R4-ISLAS,COMERCIAL,RETAIL,COM-ISLAS,R4 REGION CENTRO-ISLAS,R4,ALTYCOM
ALTYCOM CC SAN FERNANDO PLAZA CARTAGENA-R1-ISLAS,COMERCIAL,RETAIL,COM-ISLAS,R1 REGION COSTA-ISLAS,R1,ALTYCOM
ALTYCOM CC Tintal Plaza Bogota-R4-ISLAS,COMERCIAL,RETAIL,COM-ISLAS,R4 REGION CENTRO-ISLAS,R4,ALTYCOM
ALTYCOM CC Tunal Bogota-R4-ISLAS,COMERCIAL,RETAIL,COM-ISLAS,R4 REGION CENTRO-ISLAS,R4,ALTYCOM
ALTYCOM CC Unicentro Bogota 2   Bogota-R4-ISLAS,COMERCIAL,RETAIL,COM-ISLAS,R4 REGION CENTRO-ISLAS,R4,ALTYCOM
ALTYCOM CC Unicentro Bogota 2 Bogota-R4-ISLAS,COMERCIAL,RETAIL,COM-ISLAS,R4 REGION CENTRO-ISLAS,R4,ALTYCOM
ALTYCOM CC UNICENTRO TUNJA,COMERCIAL,RETAIL,COM-ISLAS,R5 REGION ORIENTE-ISLAS,R5,ALTYCOM
ALTYCOM CC UNICENTRO TUNJA-R5-ISLAS,COMERCIAL,RETAIL,COM-ISLAS,R5 REGION ORIENTE-ISLAS,R5,ALTYCOM
ALTYCOM CC UNICENTRO VILLAVICENCIO,COMERCIAL,RETAIL,COM-ISLAS,R5 REGION ORIENTE-ISLAS,R5,ALTYCOM
ALTYCOM CC UNICENTRO VILLAVICENCIO-R5-ISLAS,COMERCIAL,RETAIL,COM-ISLAS,R5 REGION ORIENTE-ISLAS,R5,ALTYCOM
ALTYCOM CC UNICO BARRANQUILLA-R1-ISLAS,COMERCIAL,RETAIL,COM-ISLAS,R1 REGION COSTA-ISLAS,R1,ALTYCOM
ALTYCOM CC UNICO VILLAVICENCIO,COMERCIAL,RETAIL,COM-ISLAS,R5 REGION ORIENTE-ISLAS,R5,ALTYCOM
ALTYCOM CC UNICO VILLAVICENCIO-R5-ISLAS,COMERCIAL,RETAIL,COM-ISLAS,R5 REGION ORIENTE-ISLAS,R5,ALTYCOM
ALTYCOM CC VIVA VILLAVICENCIO,COMERCIAL,RETAIL,COM-ISLAS,R5 REGION ORIENTE-ISLAS,R5,ALTYCOM
ALTYCOM CC VIVA VILLAVICENCIO-R5-ISLAS,COMERCIAL,RETAIL,COM-ISLAS,R5 REGION ORIENTE-ISLAS,R5,ALTYCOM
AlTYCOM FLORIDA MALL CC BARRANQUILLA-R1-ISLAS,COMERCIAL,RETAIL,COM-ISLAS,R1 REGION COSTA-ISLAS,R1,ALTYCOM
ALTYCOM MONTERIA CC NUESTRO-R1-ISLAS,COMERCIAL,RETAIL,COM-ISLAS,R1 REGION COSTA-ISLAS,R1,ALTYCOM
ALTYCOM RIOHACHA CC SUCHIIMA-R1-ISLAS,COMERCIAL,RETAIL,COM-ISLAS,R1 REGION COSTA-ISLAS,R1,ALTYCOM
ALTYCOM SINCELEJO CC VIVA-R1-ISLAS,COMERCIAL,RETAIL,COM-ISLAS,R1 REGION COSTA-ISLAS,R1,ALTYCOM
ALTYCOM SOACHA CC VENTURA TERREROS-R4-ISLAS,COMERCIAL,RETAIL,COM-ISLAS,R4 REGION CENTRO-ISLAS,R4,ALTYCOM
ALTYCOM TUNJA CC VIVA TUNJA-R5-ISLAS,COMERCIAL,RETAIL,COM-ISLAS,R5 REGION ORIENTE-ISLAS,R5,ALTYCOM
ALZATE ECHEVERRI Y CIA LTDA-CALLE-R2-COM,COMERCIAL,AGENTES COMERCIALES,COM-CALLE,R2 REGION NOROCCIDENTE-CALLE,R2,ALZATE ECHEVERRI Y CIA LTDA
ALZATE ECHEVERRI Y CIA LTDA-PDV-R2-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R2 REGION NOROCCIDENTE-PDV,R2,ALZATE ECHEVERRI Y CIA LTDA
ANA MILENA PEREZ ACOSTA-R1-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R1 REGION COSTA-CADENAS,R1,ANA MILENA PEREZ ACOSTA
ANCLA TELECOMUNICACIONES-CALLE-R2-COM,COMERCIAL,AGENTES COMERCIALES,COM-CALLE,R2 REGION NOROCCIDENTE-CALLE,R2,ANCLA TELECOMUNICACIONES
ANCLA TELECOMUNICACIONES-PDV-R2-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R2 REGION NOROCCIDENTE-PDV,R2,ANCLA TELECOMUNICACIONES
ANCLA TELECOMUNICACIONES-R2-TAT,COMERCIAL,PREPAGO,COM-TAT,R2 REGION NOROCCIDENTE-TAT,R2,ANCLA TELECOMUNICACIONES
ANCLU SAS-CALLE-R5-COM,COMERCIAL,AGENTES COMERCIALES,COM-CALLE,R5 REGION ORIENTE-CALLE,R5,ANCLU SAS
ANCLU SAS-R4-PDV-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R4 REGION CENTRO-PDV,R4,ANCLU SAS
ANCLU SAS-R5-PDV-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R5 REGION ORIENTE-PDV,R5,ANCLU SAS
ANDREA LAURY ARROYO DE AVILA-R1-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R1 REGION COSTA-CADENAS,R1,ANDREA LAURY ARROYO DE AVILA
ANGELA SIERRA PEÑA (COMUNICACIONES Y TECNOLOGIA ANGELA)-R1-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R1 REGION COSTA-CADENAS,R1,ANGELA SIERRA PEÑA (COMUNICACIONES Y TECNOLOGIA ANGELA)
AQI-ADICIONALES-R1-CALL,CALL CENTER,RELACIONES PRIORITARIAS,ADICIONALES,R1 REGION COSTA-ADICIONALES,R1,AQI
AQI-ADICIONALES-R4-CALL,CALL CENTER,RELACIONES PRIORITARIAS,ADICIONALES,R4 REGION CENTRO-ADICIONALES,R4,AQI
AQI-MASIVO-R1-CALL,CALL CENTER,TRAFICO INBOUND,MASIVO SAC-TRAFICO INBOUND,R1 REGION COSTA-MASIVO-TRAFICO INBOUND,R1,AQI
AQI-RECUPERACIÓN CONVERGENTE -R4-CALL,CALL CENTER,RELACIONES PRIORITARIAS,RECUPERACIÓN CONVERGENTE,R4 REGION CENTRO-RECUPERACIÓN CONVERGENTE,R4,AQI
AQI-RETENCIÓN -R1-CALL,CALL CENTER,RELACIONES PRIORITARIAS,RETENCIÓN,R1 REGION COSTA-RETENCIÓN,R1,AQI
AQI-RETENCIÓN -R4-CALL,CALL CENTER,RELACIONES PRIORITARIAS,RETENCIÓN,R4 REGION CENTRO-RETENCIÓN,R4,AQI
AQI-REVERSIÓN MÓVIL-R4-CALL,CALL CENTER,RELACIONES PRIORITARIAS,REVERSIÓN MÓVIL,R4 REGION CENTRO-REVERSIÓN MÓVIL,R4,AQI
AQI-ROBO-R1-CALL,CALL CENTER,TRAFICO INBOUND,ROBO-TRAFICO INBOUND,R1 REGION COSTA-ROBO-TRAFICO INBOUND,R1,AQI
AQI-SOPORTE-R1-CALL,CALL CENTER,SOPORTE,MASIVO SOPORTE,R1 REGION COSTA - MASIVO SOPORTE,R1,AQI
AQI-VENTAS-R1-CALL,CALL CENTER,RELACIONES PRIORITARIAS,VENTAS,R1 REGION COSTA-VENTAS,R1,AQI
